Full_Address,Bedrooms,Bathrooms,Price,Latitude,Longitude,City_Brampton,City_Markham,City_Mississauga,City_Toronto,City_Vaughan,Home_Type_CONDO,Home_Type_SINGLE_FAMILY,Home_Type_TOWNHOUSE
"1 Rowntree Rd #306, Toronto, ON M9V 5G7",2,2,799000,43.63064,-79.51034,0,0,0,1,0,0,1,0
"839 Logan Ave, Toronto, ON M4K 3E2",3,2,1849000,43.658573,-79.395325,0,0,0,1,0,1,0,0
"4645 Jane St #909, Toronto, ON M3N 2K9",2,1,320000,43.754814,-79.1822,0,0,0,1,0,0,1,0
"47 Wintergreen Rd, Toronto, ON M3M 2H9",4,2,899000,43.64864,-79.40644,0,0,0,1,0,0,1,0
"15 Woodside Ave, Toronto, ON M6P 1L6",5,4,2780000,43.707123,-79.38709,0,0,0,1,0,0,1,0
"27 Ovida Ave, Toronto, ON M9B 1E2",4,6,3398000,43.63142,-79.57098,0,0,0,1,0,0,1,0
"300 Front St W PENTHOUSE 1, Toronto, ON M5V 0E9",3,3,2895000,43.684536,-79.34521,0,0,0,1,0,0,1,0
"21 Syracuse Cres, Toronto, ON M1E 2G7",4,2,749000,43.66214,-79.5515,0,0,0,1,0,0,1,0
"28 Rexdale Blvd #43, Toronto, ON M9W 5Z3",2,2,535000,43.783184,-79.40749,0,0,0,1,0,0,1,0
"153 B Stanley Ave, Toronto, ON M8V 1N8",3,4,2100000,43.60055,-79.50057,0,0,0,1,0,0,1,0
"335 Lonsdale Rd #104, Toronto, ON M5P 1R4",1,1,499000,43.703144,-79.45034,0,0,0,1,0,0,1,0
"36 Grant St, Toronto, ON M4M 2H5",4,2,1288000,43.732452,-79.39589,0,0,0,1,0,0,1,0
"5 Soudan Ave #1009, Toronto, ON M4S 0B1",2,2,849800,43.669804,-79.36538,0,0,0,1,0,0,1,0
"31 Rosedale Rd #106, Toronto, ON M4W 2P5",3,2,849900,43.659748,-79.342476,0,0,0,1,0,0,1,0
"10 Kendal Ave, Toronto, ON M5R 1L7",3,4,2890000,43.64776,-79.42626,0,0,0,1,0,0,0,1
"6 Harvard Ave, Toronto, ON M6R 1C6",5,5,2200000,43.6421,-79.407585,0,0,0,1,0,0,1,0
"85 Lakeland Dr, Toronto, ON M9V 1M8",4,3,849000,43.67312,-79.35382,0,0,0,1,0,0,1,0
"158 William Duncan Rd, Toronto, ON M3K 0C1",3,3,1038000,43.7791,-79.40572,0,0,0,1,0,0,1,0
"447 Mortimer Ave, Toronto, ON M4J 2G3",3,1,999000,43.765762,-79.257965,0,0,0,1,0,0,1,0
"115 Denison Ave #410, Toronto, ON M5T 2N1",1,1,1140000,43.73352,-79.469925,0,0,0,1,0,0,1,0
"102 Springdale Blvd, Toronto, ON M4J 1W9",2,2,899000,43.788445,-79.221214,0,0,0,1,0,0,1,0
"14 Rolyat St, Toronto, ON M6J 1S6",4,5,4298000,43.6842,-79.34275,0,0,0,1,0,0,1,0
"58 Bushmills Sq, Toronto, ON M1V 1J4",3,3,799000,43.683365,-79.436935,0,0,0,1,0,0,1,0
"88 Scott St #2908, Toronto, ON M5E 0A9",1,1,698000,43.687702,-79.29249,0,0,0,1,0,0,1,0
"185 Oakwood Ave, Toronto, ON M6E 2V1",4,3,1479800,43.705677,-79.390465,0,0,0,1,0,0,1,0
"30 Tennis Cres, Toronto, ON M4K 1J3",3,3,1685000,43.680893,-79.43321,0,0,0,1,0,0,1,0
"8 Harris Ave, Toronto, ON M4C 1P4",3,3,1299000,43.747124,-79.23524,0,0,0,1,0,0,1,0
"115 Denison Ave #315, Toronto, ON M5T 2N1",2,2,1215000,43.64366,-79.4363,0,0,0,1,0,0,1,0
"16 Church St, Toronto, ON M9N 1M3",4,2,899000,43.771404,-79.387856,0,0,0,1,0,0,1,0
"225 Village Green Sq #507, Toronto, ON M1S 0N4",2,2,699000,43.64859,-79.45521,0,0,0,1,0,0,1,0
"34 Unsworth Ave, Toronto, ON M5M 3C5",3,1,1099000,43.642654,-79.45145,0,0,0,1,0,0,1,0
"28 Parkington Cres, Toronto, ON M1H 2T7",4,3,1188000,43.67336,-79.434,0,0,0,1,0,0,1,0
"586 Renforth Dr #41, Toronto, ON M9C 2N5",3,2,698000,43.67644,-79.34886,0,0,0,1,0,0,1,0
"39 The Bridle Path, Toronto, ON M2L 1C9",4,6,8995000,43.644627,-79.41405,0,0,0,1,0,0,1,0
"107 Hawkshead Cres, Toronto, ON M1W 2Z4",3,3,1088000,43.672264,-79.3512,0,0,0,1,0,0,1,0
"20 Thorncliffe Ave, Toronto, ON M4K 1V5",3,2,2995000,43.64286,-79.376915,0,0,0,1,0,1,0,0
"321 Saint George St, Toronto, ON M5R 2R2",5,5,2299000,43.72721,-79.39378,0,0,0,1,0,0,1,0
"61 Scarlett Rd, Toronto, ON M6N 4J8",5,6,1899000,43.67795,-79.2995,0,0,0,1,0,0,1,0
"15 Cultra Sq, Toronto, ON M1E 2C8",3,2,849900,43.78888,-79.15179,0,0,0,1,0,0,1,0
"111 Merton St #410, Toronto, ON M4S 3A7",2,2,799000,43.65199,-79.41688,0,0,0,1,0,0,1,0
"36 Lisgar St #2016E, Toronto, ON M6J 0C7",2,2,738000,43.79092,-79.16563,0,0,0,1,0,0,1,0
"253 Howland Ave, Toronto, ON M5R 3B7",3,2,1469000,43.693645,-79.34412,0,0,0,1,0,0,1,0
"3077 Weston Rd #412, Toronto, ON M9M 3A1",2,2,605000,43.66935,-79.41499,0,0,0,1,0,0,1,0
"327 Broadway Ave, Toronto, ON M4P 1W4",4,5,3100000,43.66004,-79.37201,0,0,0,1,0,0,1,0
"91 Woodfield Rd, Toronto, ON M4L 2W5",4,4,2595000,43.741264,-79.361885,0,0,0,1,0,0,1,0
"3151 Bridletowne Cir #506, Toronto, ON M1W 2T1",2,2,588800,43.71073,-79.38798,0,0,0,1,0,0,1,0
"88 Watson Ave, Toronto, ON M6S 4E1",4,2,1499900,43.66789,-79.52348,0,0,0,1,0,0,1,0
"10 York St #6305, Toronto, ON M5J 0E1",2,3,2480000,43.66318,-79.336136,0,0,0,1,0,0,1,0
"25 Sunfield Rd, Toronto, ON M3M 2T9",3,2,1250000,43.744015,-79.444176,0,0,0,1,0,0,1,0
"79 Florence Ave, Toronto, ON M2N 1G2",3,2,2318000,43.65887,-79.40309,0,0,0,1,0,0,1,0
"1 Massey Sq #1112, Toronto, ON M4C 5L4",1,1,479900,43.644135,-79.44495,0,0,0,1,0,0,1,0
"25 Maitland St #1501, Toronto, ON M4Y 2W1",2,1,699000,43.614697,-79.49529,0,0,0,1,0,0,1,0
"40 Amiens Rd, Toronto, ON M1E 3S8",3,2,1150000,43.77136,-79.31736,0,0,0,1,0,0,1,0
"346 Leslie St, Toronto, ON M4M 3E2",3,2,1349900,43.596058,-79.52831,0,0,0,1,0,0,1,0
"27 Bertmount Ave, Toronto, ON M4M 2X8",2,2,1249000,43.662468,-79.34428,0,0,0,1,0,0,1,0
"328 Centennial Rd, Toronto, ON M1C 2A3",4,4,1940000,43.647144,-79.40821,0,0,0,1,0,0,1,0
"264 Garden Ave, Toronto, ON M6R 1J5",4,2,1829900,43.75702,-79.4247,0,0,0,1,0,0,1,0
"25 Moorefield Dr, Toronto, ON M1C 5B5",3,4,898800,43.641087,-79.44331,0,0,0,1,0,0,1,0
"27 Bayview Wood, Toronto, ON M4N 1R8",4,5,6390000,43.766834,-79.38011,0,0,0,1,0,0,0,1
"6 Minto St, Toronto, ON M4L 1B6",3,2,750000,43.769028,-79.38183,0,0,0,1,0,1,0,0
"2119 Lake Shore Blvd W #111, Toronto, ON M8V 4E8",1,1,599000,43.67518,-79.40319,0,0,0,1,0,0,1,0
"236 Lisgar St, Toronto, ON M6J 3G7",3,2,1649000,43.669754,-79.29541,0,0,0,1,0,0,1,0
"99 Boardwalk Dr, Toronto, ON M4L 3X9",3,4,3199999,43.757153,-79.414154,0,0,0,1,0,0,1,0
"1918 Saint Clair Ave W, Toronto, ON M6N 1K1",3,2,799900,43.66217,-79.41163,0,0,0,1,0,0,1,0
"223 Park Lawn Rd, Toronto, ON M8Y 3J3",3,3,1250000,43.649364,-79.47364,0,0,0,1,0,0,1,0
"4673 Jane St UNIT 618, Toronto, ON M3N 2L1",2,1,295000,43.664337,-79.50142,0,0,0,1,0,0,1,0
"106 Lowther Ave, Toronto, ON M5R 1E3",3,4,3295000,43.646015,-79.394066,0,0,0,1,0,1,0,0
"29 Corbett Ave, Toronto, ON M6N 1V3",3,2,999888,43.661564,-79.41016,0,0,0,1,0,1,0,0
"379 Scarborough Rd, Toronto, ON M4E 3N1",3,2,899000,43.69011,-79.35629,0,0,0,1,0,0,1,0
"55 Myrtle Ave, Toronto, ON M4M 2A4",2,1,1049000,43.687107,-79.26712,0,0,0,1,0,0,1,0
"46 3rd St, Toronto, ON M8V 2X8",3,3,1600000,43.698715,-79.321945,0,0,0,1,0,0,1,0
"73 Pepper Tree Dr, Toronto, ON M1C 1Y5",4,4,1399900,43.682995,-79.38849,0,0,0,1,0,0,1,0
"26 Livingston Rd UNIT 142, Toronto, ON M1E 4S4",4,3,875000,43.67429,-79.30138,0,0,0,1,0,0,1,0
"75 Constance St, Toronto, ON M6R 1S7",4,3,1800000,43.683514,-79.42546,0,0,0,1,0,0,1,0
"8 Charlotte St #3205, Toronto, ON M5V 0K4",3,3,2375000,43.75124,-79.182396,0,0,0,1,0,0,1,0
"118 Yorkville Ave #703, Toronto, ON M5R 1H5",3,5,13500000,43.66674,-79.32164,0,0,0,1,0,0,1,0
"80 Grandravine Dr #509, Toronto, ON M3J 1B2",3,2,488000,43.655163,-79.47973,0,0,0,1,0,0,1,0
"275 Broadview Ave #40, Toronto, ON M4M 3H5",3,1,799000,43.76778,-79.435616,0,0,0,1,0,0,1,0
"26 Arlene Cres, Toronto, ON M1P 3L9",5,2,899900,43.64513,-79.54403,0,0,0,1,0,0,1,0
"58 Amroth Ave, Toronto, ON M4C 4H2",2,2,999000,43.639824,-79.54689,0,0,0,1,0,0,1,0
"22 Falcon St, Toronto, ON M4S 2P5",5,3,1589000,43.65872,-79.47455,0,0,0,1,0,0,1,0
"575 Bedford Park Ave, Toronto, ON M5M 1K4",4,6,5295000,43.799534,-79.38433,0,0,0,1,0,0,1,0
"30 Grand Trunk Cres #3306, Toronto, ON M5J 3A4",2,2,899000,43.80164,-79.14924,0,0,0,1,0,0,1,0
"110 Stratford Cres, Toronto, ON M4N 1C6",4,6,6695000,43.669662,-79.40756,0,0,0,1,0,0,1,0
"16 Brightview Cres, Toronto, ON M1E 3Y7",3,2,949900,43.644062,-79.389435,0,0,0,1,0,1,0,0
"521 Saint Clements Ave, Toronto, ON M5N 1M3",4,4,2895000,43.71656,-79.42753,0,0,0,1,0,0,1,0
"159 Dundas St E #609, Toronto, ON M5B 0A9",2,2,769900,43.71859,-79.2321,0,0,0,1,0,0,1,0
"87 Aldwych Ave, Toronto, ON M4J 1X5",3,3,1749000,43.734566,-79.35185,0,0,0,1,0,0,1,0
"1211 Broadview Ave, Toronto, ON M4K 2T1",3,3,1199000,43.68059,-79.36024,0,0,0,1,0,0,1,0
"89 Balsam Ave, Toronto, ON M4E 3B8",4,3,3499999,43.730057,-79.21889,0,0,0,1,0,0,1,0
"219 Fort York Blvd #208, Toronto, ON M5V 1B1",1,2,874888,43.7125,-79.38364,0,0,0,1,0,0,1,0
"857 Willowdale Ave, Toronto, ON M2M 3B9",4,3,1599999,43.75812,-79.44343,0,0,0,1,0,0,1,0
"630 Greenwood Ave #214, Toronto, ON M4J 0A8",1,1,549900,43.665634,-79.30588,0,0,0,1,0,0,1,0
"363 Sammon Ave, Toronto, ON M4J 2A6",3,3,1500000,43.669025,-79.30748,0,0,0,1,0,0,1,0
"56 Hickson St, Toronto, ON M6K 1T3",2,1,899999,43.66931,-79.40399,0,0,0,1,0,0,1,0
"39 Mondeo Dr, Toronto, ON M1P 5B6",4,3,799800,43.658047,-79.41325,0,0,0,1,0,0,1,0
"15 Dalbret Cres, Toronto, ON M1T 2X2",4,3,1088000,43.679688,-79.51024,0,0,0,1,0,0,1,0
"14 Dewhurst Blvd #302, Toronto, ON M4J 3H9",1,2,999000,43.63464,-79.54433,0,0,0,1,0,0,1,0
"71 W Lodge Ave, Toronto, ON M6K 2T6",4,2,1799900,43.738327,-79.361115,0,0,0,1,0,0,1,0
"380 Macpherson Ave #213, Toronto, ON M4V 3E3",2,2,874900,43.731537,-79.39549,0,0,0,1,0,0,1,0
"38 Poucher St, Toronto, ON M4J 2Y9",2,2,1070000,43.673946,-79.29038,0,0,0,1,0,0,1,0
"30 Cedarcroft Blvd, Toronto, ON M2R 2Z5",4,3,1500000,43.700855,-79.55876,0,0,0,1,0,0,1,0
"48 Follis Ave, Toronto, ON M6G 1S3",4,4,1963500,43.695946,-79.39929,0,0,0,1,0,0,0,1
"823 Dupont St, Toronto, ON M6G 1Z7",3,3,1198000,43.772404,-79.395706,0,0,0,1,0,0,1,0
"210 Victoria St UNIT 3910, Toronto, ON M5B 2R3",1,1,549900,43.680386,-79.4216,0,0,0,1,0,0,1,0
"235 Grandravine Dr #402, Toronto, ON M3N 1J2",2,1,317000,43.752785,-79.418594,0,0,0,1,0,0,1,0
"15 Windermere Ave #1610, Toronto, ON M6S 5A2",3,2,900000,43.796547,-79.40136,0,0,0,1,0,0,1,0
"377 Ashdale Ave, Toronto, ON M4L 2Z3",3,3,1399000,43.720333,-79.403915,0,0,0,1,0,0,1,0
"11 Fordham Pl, Toronto, ON M3B 1K1",4,6,4500000,43.73757,-79.34963,0,0,0,1,0,0,1,0
"115 Blue Jays Way #1902, Toronto, ON M5V 0N4",3,2,1099000,43.674374,-79.40212,0,0,0,1,0,0,1,0
"102 Quantrell Trl, Toronto, ON M1B 1L8",3,4,799000,43.669956,-79.408714,0,0,0,1,0,0,1,0
"166 Eileen Ave, Toronto, ON M6N 1W1",3,2,1289000,43.648857,-79.421524,0,0,0,1,0,0,1,0
"33 Bay St #5102, Toronto, ON M5J 2Z3",4,5,7000000,43.66089,-79.53715,0,0,0,1,0,0,1,0
"3 Berner Trl, Toronto, ON M1B 1A8",3,2,1169900,43.684116,-79.387375,0,0,0,1,0,0,1,0
"880 Grandview Way #1005, Toronto, ON M2N 7B2",3,3,1149000,43.756832,-79.336914,0,0,0,1,0,0,1,0
"36 Wayland Ave, Toronto, ON M4E 3C7",4,2,1249000,43.742977,-79.35155,0,0,0,1,0,0,1,0
"1209 Pharmacy Ave, Toronto, ON M1R 2H8",5,6,1999900,43.64738,-79.387276,0,0,0,1,0,1,0,0
"36 Charlotte St PENTHOUSE 1301, Toronto, ON M5V 3P7",1,1,729000,43.72262,-79.39043,0,0,0,1,0,0,1,0
"15 Grenville St #4901, Toronto, ON M4Y 0B9",1,1,939000,43.66987,-79.39424,0,0,0,1,0,1,0,0
"29 Empire Ave, Toronto, ON M4M 2L3",3,2,1399000,43.67603,-79.37167,0,0,0,1,0,0,1,0
"26 Schmirler Ter, Toronto, ON M1E 5K6",4,3,998800,43.7552,-79.383804,0,0,0,1,0,0,1,0
"1131 Sandhurst Cir #141, Toronto, ON M1V 1V5",3,2,838000,43.692516,-79.41384,0,0,0,1,0,0,1,0
"832 Bay St #602, Toronto, ON M5S 1Z6",2,2,848000,43.673325,-79.409294,0,0,0,1,0,0,1,0
"64 Fordover Dr, Toronto, ON M1E 1V2",3,2,849900,43.779022,-79.38617,0,0,0,1,0,0,1,0
"24 Glenda Rd, Toronto, ON M1M 2H4",4,3,900000,43.673386,-79.392624,0,0,0,1,0,0,1,0
"200 Lotherton Ptwy #503, Toronto, ON M6B 2G9",2,1,329700,43.71805,-79.39153,0,0,0,1,0,0,1,0
"30 Beechwood Ave, Toronto, ON M6N 4T1",3,2,799900,43.736248,-79.35814,0,0,0,1,0,0,1,0
"271 Booth Ave, Toronto, ON M4M 2M7",3,3,2189000,43.73727,-79.36143,0,0,0,1,0,0,1,0
"1896 Gerrard St E, Toronto, ON M4L 2C1",3,3,999999,43.639954,-79.47709,0,0,0,1,0,0,1,0
"68 Grangeway Ave #709, Toronto, ON M1H 0A1",2,2,683900,43.664227,-79.35923,0,0,0,1,0,0,1,0
"219 Donlands Ave, Toronto, ON M4J 3P9",2,2,895000,43.674797,-79.39515,0,0,0,1,0,1,0,0
"100 Frankdale Ave, Toronto, ON M4J 4A3",2,2,1089000,43.7211,-79.38389,0,0,0,1,0,0,1,0
"179 Symington Ave, Toronto, ON M6P 3W5",3,3,1395000,43.672447,-79.39353,0,0,0,1,0,0,1,0
"29 Bexley Cres, Toronto, ON M6N 2P6",3,2,999000,43.760773,-79.37492,0,0,0,1,0,0,1,0
"117 Warden Ave, Toronto, ON M1N 2Z5",2,2,1049000,43.71457,-79.40821,0,0,0,1,0,0,1,0
"92 26th St, Toronto, ON M8V 3S1",2,1,899000,43.756275,-79.3771,0,0,0,1,0,0,1,0
"50 Old Kingston Rd #2104, Toronto, ON M1E 4Y1",2,1,378800,43.699173,-79.42137,0,0,0,1,0,0,1,0
"106 Massey St S, Toronto, ON M6J 2T4",3,2,1850000,43.75443,-79.38436,0,0,0,1,0,0,1,0
"200 Cumberland St #3005, Toronto, ON M5R 0B7",2,3,4650000,43.71783,-79.41717,0,0,0,1,0,0,1,0
"26 Stamford Sq S, Toronto, ON M1L 1X3",3,2,1175000,43.69161,-79.416306,0,0,0,1,0,0,1,0
"42 Bigham Cres, Toronto, ON M9C 5C6",3,2,1249900,43.752537,-79.40051,0,0,0,1,0,0,1,0
"173 Ronan Ave, Toronto, ON M4N 2Y5",4,5,3499900,43.69108,-79.375275,0,0,0,1,0,0,1,0
"30 Hartfield Ct, Toronto, ON M9A 3E3",4,3,1990000,43.66248,-79.534904,0,0,0,1,0,0,1,0
"95 Walnut Ave, Toronto, ON M5V 2S1",3,3,1669900,43.727764,-79.36147,0,0,0,1,0,0,1,0
"928 Eastern Ave, Toronto, ON M4L 1A4",4,1,799000,43.699463,-79.41498,0,0,0,1,0,0,1,0
"34 Emmeline Cres, Toronto, ON M1S 1L2",3,4,1088000,43.747513,-79.375,0,0,0,1,0,0,1,0
"67 Chestnut Park, Toronto, ON M4W 1W7",5,5,8000000,43.670856,-79.3937,0,0,0,1,0,1,0,0
"4 Deforest Rd, Toronto, ON M6S 1H6",3,4,2349000,43.722214,-79.38281,0,0,0,1,0,0,1,0
"282 Jeffcoat Dr, Toronto, ON M9W 3E5",3,2,1189000,43.743214,-79.38649,0,0,0,1,0,0,1,0
"236 Albion Rd #403, Toronto, ON M9W 6A6",3,2,599000,43.74369,-79.41451,0,0,0,1,0,0,1,0
"662 Bathurst St SUITE 3, Toronto, ON M5S 2R3",3,3,2395000,43.722034,-79.39092,0,0,0,1,0,0,1,0
"439 1/2 Manning Ave, Toronto, ON M6G 2V6",4,4,3299000,43.691383,-79.42039,0,0,0,1,0,0,1,0
"99 The Donway W UNIT 228, Toronto, ON M3C 0N8",1,2,669000,43.671864,-79.39381,0,0,0,1,0,1,0,0
"72 Montrose Ave, Toronto, ON M6J 2T7",3,3,1949000,43.739014,-79.38379,0,0,0,1,0,0,1,0
"95 Palmdale Dr, Toronto, ON M1T 1P2",4,3,699000,43.75368,-79.3911,0,0,0,1,0,0,1,0
"217 Ronan Ave, Toronto, ON M4N 2Y7",3,2,1639000,43.671684,-79.389565,0,0,0,1,0,1,0,0
"26A Sandstone Ln, Toronto, ON M4J 4Z9",4,2,1285000,43.741947,-79.38787,0,0,0,1,0,0,1,0
"235 Grandravine Dr #702, Toronto, ON M3N 1J2",2,1,499988,43.73373,-79.36892,0,0,0,1,0,0,1,0
"18 Crestview Ave, Brampton, ON L6W 2R6",3,2,10000,43.74588,-79.7788,1,0,0,0,0,1,0,0
"39 Dufay Rd, Brampton, ON L7A 4A2",3,4,199900,43.717564,-79.72648,1,0,0,0,0,1,0,0
"21 Echoridge Dr E, Brampton, ON L7A 3L2",4,4,209900,43.70263,-79.77399,1,0,0,0,0,0,0,1
"57 Brunswick St, Brampton, ON L6X 4Y4",3,3,229900,43.717564,-79.72648,1,0,0,0,0,1,0,0
"40 Starfish Ct, Brampton, ON L6R 2R5",3,3,229900,43.70866,-79.73628,1,0,0,0,0,1,0,0
"Hindquarter Ct, Brampton, ON L6S 2C2",4,2,280000,43.731033,-79.72802,1,0,0,0,0,0,1,0
"90 Lacewood Cres, Brampton, ON L6S 3K4",3,3,349000,43.709583,-79.75975,1,0,0,0,0,0,1,0
"10 Cresswell Dr, Brampton, ON L6Y 2T6",3,3,409900,43.64624,-79.75892,1,0,0,0,0,0,0,1
"56 Laurentide Cres, Brampton, ON L6P 1Y3",4,3,474900,43.73325,-79.75832,1,0,0,0,0,0,1,0
"12 Rainy Dale Rd, Brampton, ON L6V 4S7",3,4,489900,43.694443,-79.74975,1,0,0,0,0,1,0,0
"34 Morton Way, Brampton, ON L6Y 2R7",4,4,499999,43.706276,-79.815636,1,0,0,0,0,0,1,0
"10 Elderwood Pl, Brampton, ON L6V 3N3",3,3,519900,43.694443,-79.74975,1,0,0,0,0,1,0,0
"27 Skelton Blvd, Brampton, ON L6V 2P7",4,3,529900,43.68875,-79.822685,1,0,0,0,0,0,1,0
"34 Meadowlark Dr, Brampton, ON L6Y 4A7",3,4,549900,43.75881,-79.68827,1,0,0,0,0,1,0,0
"18 Albright Rd, Brampton, ON L6X 5C8",4,4,550000,43.716904,-79.74274,1,0,0,0,0,1,0,0
"45 Yorkland Blvd #202, Brampton, ON L6P 4B4",2,2,569900,43.7285,-79.74124,1,0,0,0,0,0,1,0
"670 Ray Lawson Blvd, Brampton, ON L6Y 4X5",4,4,575000,43.67236,-79.829765,1,0,0,0,0,1,0,0
"71 Forestgrove Cir, Brampton, ON L6Z 4T4",4,4,579900,43.66053,-79.720215,1,0,0,0,0,1,0,0
"77 Maddybeth Cres, Brampton, ON L6Y 5R6",4,4,582900,43.689518,-79.755516,1,0,0,0,0,1,0,0
"9 Coin St, Brampton, ON L6Y 5R5",4,3,593529,43.689518,-79.755516,1,0,0,0,0,0,1,0
"215 Queen St E #707, Brampton, ON L6W 0A9",1,1,599000,43.710865,-79.72512,1,0,0,0,0,1,0,0
"68 Alabaster Dr, Brampton, ON L6V 4G4",4,4,599888,43.70825,-79.77292,1,0,0,0,0,0,0,1
"45 Affusion Rd, Brampton, ON L7A 5G1",4,6,599900,43.723953,-79.714874,1,0,0,0,0,0,0,1
"60 Berkshire Sq, Brampton, ON L6Z 1N4",4,2,599900,43.71467,-79.70374,1,0,0,0,0,0,0,1
"3 Elsmere Rd, Brampton, ON L7A 3T7",3,4,599900,43.71467,-79.70374,1,0,0,0,0,0,0,1
"623 Brisdale Dr, Brampton, ON L7A 5B6",4,5,629900,43.733448,-79.75127,1,0,0,0,0,0,0,1
"33 Slipneedle St, Brampton, ON L6S 6L5",4,4,639900,43.716736,-79.727196,1,0,0,0,0,1,0,0
"140 Kingswood Dr, Brampton, ON L6V 2W4",3,3,649000,43.732037,-79.74951,1,0,0,0,0,0,0,1
"57 Hood Cres, Brampton, ON L6Y 4S7",3,3,674813,43.721855,-79.71057,1,0,0,0,0,0,0,1
"222 Castle Oaks Cros, Brampton, ON L6P 3X2",4,5,679900,43.72693,-79.73647,1,0,0,0,0,0,1,0
"168 Fleetwood Cres, Brampton, ON L6T 2E6",3,4,689000,43.69459,-79.82244,1,0,0,0,0,0,1,0
"15 Sunnyvale Gate, Brampton, ON L6S 6J3",4,5,699000,43.679295,-79.80828,1,0,0,0,0,0,0,1
"38 Dalbeattie Dr, Brampton, ON L6Y 6H6",3,3,699000,43.721878,-79.725204,1,0,0,0,0,0,0,1
"10 Gosling St, Brampton, ON L6Y 0V2",4,5,699000,43.680313,-79.72966,1,0,0,0,0,0,0,1
"93 Hansen Rd N #11, Brampton, ON L6V 3C8",3,1,699000,43.707825,-79.72307,1,0,0,0,0,0,0,1
"56 Woolridge Ct, Brampton, ON L6Y 3V7",3,4,699000,43.724575,-79.823524,1,0,0,0,0,0,0,1
"140 Hollingsworth Cir, Brampton, ON L7A 0J5",4,3,699900,43.696636,-79.77313,1,0,0,0,0,0,0,1
"55 Yorkland Blvd UNIT 704, Brampton, ON L6P 4K9",1,2,699900,43.729813,-79.73034,1,0,0,0,0,0,1,0
"5 Elverton Cres, Brampton, ON L7A 4Z4",4,4,699900,43.675976,-79.7255,1,0,0,0,0,0,0,1
"114 Mikado Cres, Brampton, ON L6S 3R7",4,4,699900,43.701313,-79.753456,1,0,0,0,0,0,0,1
"200 Lagerfeld Dr #127, Brampton, ON L7A 3Z1",1,1,699900,43.720406,-79.72766,1,0,0,0,0,0,1,0
"42 Commuter Dr, Brampton, ON L7A 0R3",3,2,699999,43.695137,-79.839645,1,0,0,0,0,0,1,0
"100 John St #1309, Brampton, ON L6W 0A8",1,1,719900,43.735184,-79.720634,1,0,0,0,0,0,1,0
"15 Hapsburg Sq, Brampton, ON L6S 1Y7",3,2,730000,43.736675,-79.74725,1,0,0,0,0,0,0,1
"7 Murray St, Brampton, ON L6X 1R6",4,4,739999,43.681705,-79.84387,1,0,0,0,0,0,0,1
"113 Rockgarden Trl #128, Brampton, ON L6R 3N2",4,4,740000,43.727238,-79.73203,1,0,0,0,0,0,1,0
"64 Acadian Hts, Brampton, ON L6Y 4H2",3,4,749000,43.759377,-79.68932,1,0,0,0,0,1,0,0
"44 Saint Dennis Rd, Brampton, ON L6R 3W7",3,3,750000,43.727844,-79.732414,1,0,0,0,0,0,1,0
"28 Skegby Rd, Brampton, ON L6V 2T9",3,3,759000,43.70692,-79.704544,1,0,0,0,0,0,1,0
"12 Haslemere Ave, Brampton, ON L6W 2X4",4,3,785000,43.726933,-79.69785,1,0,0,0,0,0,0,1
"14 Margate Pl, Brampton, ON L6S 2S5",5,3,799000,43.692265,-79.7858,1,0,0,0,0,0,1,0
"62 Big Moe Cres, Brampton, ON L6P 1J8",3,4,799000,43.716118,-79.7107,1,0,0,0,0,0,1,0
"55 Skelton Blvd, Brampton, ON L6V 2S2",3,2,799000,43.676296,-79.83201,1,0,0,0,0,0,1,0
"6 Gladstone Sq, Brampton, ON L6S 2H5",4,3,799000,43.70406,-79.77071,1,0,0,0,0,0,1,0
"25 McMullen Cres, Brampton, ON L6S 3M2",3,2,799800,43.718464,-79.73248,1,0,0,0,0,0,1,0
"123 Carberry Cres, Brampton, ON L6V 2G2",4,3,799888,43.710014,-79.82068,1,0,0,0,0,0,0,1
"200 Malta Ave N #88, Brampton, ON L6Y 6H8",3,3,799900,43.69136,-79.77048,1,0,0,0,0,0,1,0
"8 Massey St, Brampton, ON L6S 2W1",4,2,799900,43.73468,-79.726295,1,0,0,0,0,0,1,0
"116 Tiller Trl, Brampton, ON L6X 4S8",3,4,799900,43.653625,-79.76809,1,0,0,0,0,0,0,1
"17 Arkwright Dr, Brampton, ON L7A 0V2",4,5,799900,43.70288,-79.76513,1,0,0,0,0,0,1,0
"24 Clydesdale Cir, Brampton, ON L6Y 3R3",4,4,799999,43.69144,-79.7709,1,0,0,0,0,0,1,0
"122 Baronwood Ct, Brampton, ON L6V 3H7",3,2,799999,43.68104,-79.84088,1,0,0,0,0,0,0,1
"20 Jameson Cres, Brampton, ON L6S 3W3",3,3,799999,43.706097,-79.742676,1,0,0,0,0,0,1,0
"23 Lorenville Dr, Brampton, ON L6X 3A1",4,4,824900,43.737556,-79.72432,1,0,0,0,0,0,1,0
"45 Yorkland Blvd #104, Brampton, ON L6P 4B4",1,2,829900,43.736877,-79.72987,1,0,0,0,0,0,1,0
"38 Inglewood Dr, Brampton, ON L6W 2N2",3,2,829999,43.706738,-79.77839,1,0,0,0,0,0,0,1
"10 Laurelcrest St, Brampton, ON L6S 5Y3",2,2,839900,43.721436,-79.72516,1,0,0,0,0,0,0,1
