no,Address,zipcode,city,latitude,longitude,price,bathrooms,bedrooms,homeType
251,11 Checkers Ct,M3N1P9,Toronto,43.76777,-79.52685,788000,2,3,SINGLE_FAMILY
252,225 Village Green Sq #3008,M1S0N4,Toronto,43.779842,-79.28196,788900,2,2,CONDO
253,1029 King St W #1016,M6K3M9,Toronto,43.64995,-79.41626,789000,1,1,CONDO
254,9 Ladysbridge Dr,M1G3H5,Toronto,,,790000,2,4,SINGLE_FAMILY
255,525 Wilson Ave #212,M3H0A7,Toronto,43.734467,-79.44637,795000,2,2,CONDO
256,18 Graydon Hall Dr UNIT 1803,M3A0A2,Toronto,43.762714,-79.34648,798000,2,2,CONDO
257,20 Bruyeres Mews #2011,M5V0G8,Toronto,43.63751,-79.458,799000,1,1,CONDO
258,34 Clematis Rd,M2J4X2,Toronto,,,799000,2,4,SINGLE_FAMILY
259,58 Bushmills Sq,M1V1J4,Toronto,43.874,-79.278885,799000,3,3,SINGLE_FAMILY
260,2778 Saint Clair Ave E,M4B1M9,Toronto,43.771,-79.3629,799000,2,2,SINGLE_FAMILY
261,200 Manitoba St #401,M8Y3Y9,Toronto,43.62433,-79.49974,799000,2,1,CONDO
262,928 Eastern Ave,M4L1A4,Toronto,43.66295,-79.32418,799000,1,4,TOWNHOUSE
263,4 Princeway Dr,M1R2V9,Toronto,43.749714,-79.3992,799000,2,3,SINGLE_FAMILY
264,102 Quantrell Trl,M1B1L8,Toronto,43.83295,-79.21531,799000,4,3,TOWNHOUSE
265,275 Broadview Ave #40,M4M3H5,Toronto,43.663628,-79.3515,799000,1,3,TOWNHOUSE
266,1 Rowntree Rd #306,M9V5G7,Toronto,43.75125,-79.58286,799000,2,2,CONDO
267,20 Minowan Miikan Ln #1031,M6J0E5,Toronto,43.64363,-79.42813,799000,2,2,CONDO
268,789 Adelaide St W,M6J1B3,Toronto,43.64377,-79.4937,799000,1,2,TOWNHOUSE
269,111 Merton St #410,M4S3A7,Toronto,43.696453,-79.39334,799000,2,2,CONDO
270,39 Mondeo Dr,M1P5B6,Toronto,43.76594,-79.28816,799800,3,4,TOWNHOUSE
271,30 Beechwood Ave,M6N4T1,Toronto,,,799900,2,3,SINGLE_FAMILY
272,6225 Lawrence Ave E,M1C5G4,Toronto,43.783,-79.13361,799900,4,3,TOWNHOUSE
273,368A Dundas St E,M5A2A3,Toronto,43.65996,-79.368935,799900,2,2,TOWNHOUSE
274,10 Brin Dr #TOWNHOUSE,M8X1Y6,Toronto,43.661182,-79.512566,799900,2,3,TOWNHOUSE
275,72 Prosperity Ptwy,M1B4G7,Toronto,43.811195,-79.21862,799900,4,3,SINGLE_FAMILY
276,1918 Saint Clair Ave W,M6N1K1,Toronto,43.6738,-79.466774,799900,2,3,TOWNHOUSE
277,17 Dundonald St UNIT 607,M4Y0E4,Toronto,,,799980,1,2,CONDO
278,170 Lambton Ave,M6N2S9,Toronto,43.68237,-79.49429,799999,3,4,SINGLE_FAMILY
279,8 Rean Dr #705,M2K3B9,Toronto,43.765854,-79.38277,799999,2,2,CONDO
280,1007 The Queensway,M8Z6C7,Toronto,43.62316,-79.515976,809000,1,1,CONDO
